TZState,StateName,TZ,ADJHRS,ADJHRSDST,DST,TZN,TZN2,TSN3,stdatedt,endatedt,Year,tzStart,tzEnd,tstdate,tendate,stdate,endate,endatep1
SC,South Carolina,EST,5,4,Y,Eastern Standard Time (EST),NULL,NULL,00:00.0,00:00.0,2014,March 9,November 2,20140309,20141102,3/9/2014,11/2/2014,11/3/2014
SC,South Carolina,EST,5,4,Y,Eastern Standard Time (EST),NULL,NULL,00:00.0,00:00.0,2015,March 8,November 1,20150308,20151101,3/8/2015,11/1/2015,11/2/2015
SC,South Carolina,EST,5,4,Y,Eastern Standard Time (EST),NULL,NULL,00:00.0,00:00.0,2016,March 13,November 6,20160313,20161106,3/13/2016,11/6/2016,11/7/2016
SC,South Carolina,EST,5,4,Y,Eastern Standard Time (EST),NULL,NULL,00:00.0,00:00.0,2017,March 12,November 5,20170312,20171105,3/12/2017,11/5/2017,11/6/2017
SC,South Carolina,EST,5,4,Y,Eastern Standard Time (EST),NULL,NULL,00:00.0,00:00.0,2018,March 11,November 4,20180311,20181104,3/11/2018,11/4/2018,11/5/2018
SC,South Carolina,EST,5,4,Y,Eastern Standard Time (EST),NULL,NULL,00:00.0,00:00.0,2019,March 10,November 3,20190310,20191103,3/10/2019,11/3/2019,11/4/2019
SC,South Carolina,EST,5,4,Y,Eastern Standard Time (EST),NULL,NULL,00:00.0,00:00.0,2020,March 8,November 1,20200308,20201101,3/8/2020,11/1/2020,11/2/2020
SC,South Carolina,EST,5,4,Y,Eastern Standard Time (EST),NULL,NULL,00:00.0,00:00.0,2021,March 14,November 7,20210314,20211107,3/14/2021,11/7/2021,11/8/2021
SC,South Carolina,EST,5,4,Y,Eastern Standard Time (EST),NULL,NULL,00:00.0,00:00.0,2022,March 13,November 6,20220313,20221106,3/13/2022,11/6/2022,11/7/2022
SC,South Carolina,EST,5,4,Y,Eastern Standard Time (EST),NULL,NULL,00:00.0,00:00.0,2023,March 12,November 5,20230312,20231105,3/12/2023,11/5/2023,11/6/2023
SD,South Dakota,CST,6,5,Y,Eastern half of the state: Central Standard Time (CST),Western half of the state: Mountain Standard Time (MST),NULL,00:00.0,00:00.0,2010,14-Mar,7-Nov,20100314,20101107,3/14/2010,11/7/2010,11/8/2010
SD,South Dakota,CST,6,5,Y,Eastern half of the state: Central Standard Time (CST),Western half of the state: Mountain Standard Time (MST),NULL,00:00.0,00:00.0,2011,13-Mar,6-Nov,20110313,20111106,3/13/2011,11/6/2011,11/7/2011
SD,South Dakota,CST,6,5,Y,Eastern half of the state: Central Standard Time (CST),Western half of the state: Mountain Standard Time (MST),NULL,00:00.0,00:00.0,2012,11-Mar,4-Nov,20120311,20121104,3/11/2012,11/4/2012,11/5/2012
SD,South Dakota,CST,6,5,Y,Eastern half of the state: Central Standard Time (CST),Western half of the state: Mountain Standard Time (MST),NULL,00:00.0,00:00.0,2013,10-Mar,3-Nov,20130310,20131103,3/10/2013,11/3/2013,11/4/2013
SD,South Dakota,CST,6,5,Y,Eastern half of the state: Central Standard Time (CST),Western half of the state: Mountain Standard Time (MST),NULL,00:00.0,00:00.0,2014,March 9,November 2,20140309,20141102,3/9/2014,11/2/2014,11/3/2014
SD,South Dakota,CST,6,5,Y,Eastern half of the state: Central Standard Time (CST),Western half of the state: Mountain Standard Time (MST),NULL,00:00.0,00:00.0,2015,March 8,November 1,20150308,20151101,3/8/2015,11/1/2015,11/2/2015
SD,South Dakota,CST,6,5,Y,Eastern half of the state: Central Standard Time (CST),Western half of the state: Mountain Standard Time (MST),NULL,00:00.0,00:00.0,2016,March 13,November 6,20160313,20161106,3/13/2016,11/6/2016,11/7/2016
SD,South Dakota,CST,6,5,Y,Eastern half of the state: Central Standard Time (CST),Western half of the state: Mountain Standard Time (MST),NULL,00:00.0,00:00.0,2017,March 12,November 5,20170312,20171105,3/12/2017,11/5/2017,11/6/2017
SD,South Dakota,CST,6,5,Y,Eastern half of the state: Central Standard Time (CST),Western half of the state: Mountain Standard Time (MST),NULL,00:00.0,00:00.0,2018,March 11,November 4,20180311,20181104,3/11/2018,11/4/2018,11/5/2018
SD,South Dakota,CST,6,5,Y,Eastern half of the state: Central Standard Time (CST),Western half of the state: Mountain Standard Time (MST),NULL,00:00.0,00:00.0,2019,March 10,November 3,20190310,20191103,3/10/2019,11/3/2019,11/4/2019
SD,South Dakota,CST,6,5,Y,Eastern half of the state: Central Standard Time (CST),Western half of the state: Mountain Standard Time (MST),NULL,00:00.0,00:00.0,2020,March 8,November 1,20200308,20201101,3/8/2020,11/1/2020,11/2/2020
SD,South Dakota,CST,6,5,Y,Eastern half of the state: Central Standard Time (CST),Western half of the state: Mountain Standard Time (MST),NULL,00:00.0,00:00.0,2021,March 14,November 7,20210314,20211107,3/14/2021,11/7/2021,11/8/2021
SD,South Dakota,CST,6,5,Y,Eastern half of the state: Central Standard Time (CST),Western half of the state: Mountain Standard Time (MST),NULL,00:00.0,00:00.0,2022,March 13,November 6,20220313,20221106,3/13/2022,11/6/2022,11/7/2022
SD,South Dakota,CST,6,5,Y,Eastern half of the state: Central Standard Time (CST),Western half of the state: Mountain Standard Time (MST),NULL,00:00.0,00:00.0,2023,March 12,November 5,20230312,20231105,3/12/2023,11/5/2023,11/6/2023
TN,Tennessee,CST,6,5,Y,West Tennessee: Central Standard Time (CST),"Middle Tennessee, plus Marion County: Central Standard Time (CST)","East Tennessee, except Marion County: Eastern Standard Time (EST)",00:00.0,00:00.0,2010,14-Mar,7-Nov,20100314,20101107,3/14/2010,11/7/2010,11/8/2010
KS,Kansas,CST,6,5,Y,Most of the state: Central Standard Time (CST),"Greeley, Hamilton, Sherman and Wallace counties: Mountain Standard Time (MST)",NULL,00:00.0,00:00.0,2011,13-Mar,6-Nov,20110313,20111106,3/13/2011,11/6/2011,11/7/2011
KS,Kansas,CST,6,5,Y,Most of the state: Central Standard Time (CST),"Greeley, Hamilton, Sherman and Wallace counties: Mountain Standard Time (MST)",NULL,00:00.0,00:00.0,2012,11-Mar,4-Nov,20120311,20121104,3/11/2012,11/4/2012,11/5/2012
KS,Kansas,CST,6,5,Y,Most of the state: Central Standard Time (CST),"Greeley, Hamilton, Sherman and Wallace counties: Mountain Standard Time (MST)",NULL,00:00.0,00:00.0,2013,10-Mar,3-Nov,20130310,20131103,3/10/2013,11/3/2013,11/4/2013
KS,Kansas,CST,6,5,Y,Most of the state: Central Standard Time (CST),"Greeley, Hamilton, Sherman and Wallace counties: Mountain Standard Time (MST)",NULL,00:00.0,00:00.0,2014,March 9,November 2,20140309,20141102,3/9/2014,11/2/2014,11/3/2014
KS,Kansas,CST,6,5,Y,Most of the state: Central Standard Time (CST),"Greeley, Hamilton, Sherman and Wallace counties: Mountain Standard Time (MST)",NULL,00:00.0,00:00.0,2015,March 8,November 1,20150308,20151101,3/8/2015,11/1/2015,11/2/2015
KS,Kansas,CST,6,5,Y,Most of the state: Central Standard Time (CST),"Greeley, Hamilton, Sherman and Wallace counties: Mountain Standard Time (MST)",NULL,00:00.0,00:00.0,2016,March 13,November 6,20160313,20161106,3/13/2016,11/6/2016,11/7/2016
KS,Kansas,CST,6,5,Y,Most of the state: Central Standard Time (CST),"Greeley, Hamilton, Sherman and Wallace counties: Mountain Standard Time (MST)",NULL,00:00.0,00:00.0,2017,March 12,November 5,20170312,20171105,3/12/2017,11/5/2017,11/6/2017
KS,Kansas,CST,6,5,Y,Most of the state: Central Standard Time (CST),"Greeley, Hamilton, Sherman and Wallace counties: Mountain Standard Time (MST)",NULL,00:00.0,00:00.0,2018,March 11,November 4,20180311,20181104,3/11/2018,11/4/2018,11/5/2018
KS,Kansas,CST,6,5,Y,Most of the state: Central Standard Time (CST),"Greeley, Hamilton, Sherman and Wallace counties: Mountain Standard Time (MST)",NULL,00:00.0,00:00.0,2019,March 10,November 3,20190310,20191103,3/10/2019,11/3/2019,11/4/2019
KS,Kansas,CST,6,5,Y,Most of the state: Central Standard Time (CST),"Greeley, Hamilton, Sherman and Wallace counties: Mountain Standard Time (MST)",NULL,00:00.0,00:00.0,2020,March 8,November 1,20200308,20201101,3/8/2020,11/1/2020,11/2/2020
KS,Kansas,CST,6,5,Y,Most of the state: Central Standard Time (CST),"Greeley, Hamilton, Sherman and Wallace counties: Mountain Standard Time (MST)",NULL,00:00.0,00:00.0,2021,March 14,November 7,20210314,20211107,3/14/2021,11/7/2021,11/8/2021
KS,Kansas,CST,6,5,Y,Most of the state: Central Standard Time (CST),"Greeley, Hamilton, Sherman and Wallace counties: Mountain Standard Time (MST)",NULL,00:00.0,00:00.0,2022,March 13,November 6,20220313,20221106,3/13/2022,11/6/2022,11/7/2022
KS,Kansas,CST,6,5,Y,Most of the state: Central Standard Time (CST),"Greeley, Hamilton, Sherman and Wallace counties: Mountain Standard Time (MST)",NULL,00:00.0,00:00.0,2023,March 12,November 5,20230312,20231105,3/12/2023,11/5/2023,11/6/2023
KY,Kentucky,CST,6,5,Y,Western half of the state: Central Standard Time (CST),Eastern half of the state: Eastern Standard Time (EST),NULL,00:00.0,00:00.0,2010,14-Mar,7-Nov,20100314,20101107,3/14/2010,11/7/2010,11/8/2010
KY,Kentucky,CST,6,5,Y,Western half of the state: Central Standard Time (CST),Eastern half of the state: Eastern Standard Time (EST),NULL,00:00.0,00:00.0,2011,13-Mar,6-Nov,20110313,20111106,3/13/2011,11/6/2011,11/7/2011
KY,Kentucky,CST,6,5,Y,Western half of the state: Central Standard Time (CST),Eastern half of the state: Eastern Standard Time (EST),NULL,00:00.0,00:00.0,2012,11-Mar,4-Nov,20120311,20121104,3/11/2012,11/4/2012,11/5/2012
KY,Kentucky,CST,6,5,Y,Western half of the state: Central Standard Time (CST),Eastern half of the state: Eastern Standard Time (EST),NULL,00:00.0,00:00.0,2013,10-Mar,3-Nov,20130310,20131103,3/10/2013,11/3/2013,11/4/2013
KY,Kentucky,CST,6,5,Y,Western half of the state: Central Standard Time (CST),Eastern half of the state: Eastern Standard Time (EST),NULL,00:00.0,00:00.0,2014,March 9,November 2,20140309,20141102,3/9/2014,11/2/2014,11/3/2014
KY,Kentucky,CST,6,5,Y,Western half of the state: Central Standard Time (CST),Eastern half of the state: Eastern Standard Time (EST),NULL,00:00.0,00:00.0,2015,March 8,November 1,20150308,20151101,3/8/2015,11/1/2015,11/2/2015
KY,Kentucky,CST,6,5,Y,Western half of the state: Central Standard Time (CST),Eastern half of the state: Eastern Standard Time (EST),NULL,00:00.0,00:00.0,2016,March 13,November 6,20160313,20161106,3/13/2016,11/6/2016,11/7/2016
KY,Kentucky,CST,6,5,Y,Western half of the state: Central Standard Time (CST),Eastern half of the state: Eastern Standard Time (EST),NULL,00:00.0,00:00.0,2017,March 12,November 5,20170312,20171105,3/12/2017,11/5/2017,11/6/2017
KY,Kentucky,CST,6,5,Y,Western half of the state: Central Standard Time (CST),Eastern half of the state: Eastern Standard Time (EST),NULL,00:00.0,00:00.0,2018,March 11,November 4,20180311,20181104,3/11/2018,11/4/2018,11/5/2018
KY,Kentucky,CST,6,5,Y,Western half of the state: Central Standard Time (CST),Eastern half of the state: Eastern Standard Time (EST),NULL,00:00.0,00:00.0,2019,March 10,November 3,20190310,20191103,3/10/2019,11/3/2019,11/4/2019
KY,Kentucky,CST,6,5,Y,Western half of the state: Central Standard Time (CST),Eastern half of the state: Eastern Standard Time (EST),NULL,00:00.0,00:00.0,2020,March 8,November 1,20200308,20201101,3/8/2020,11/1/2020,11/2/2020
KY,Kentucky,CST,6,5,Y,Western half of the state: Central Standard Time (CST),Eastern half of the state: Eastern Standard Time (EST),NULL,00:00.0,00:00.0,2021,March 14,November 7,20210314,20211107,3/14/2021,11/7/2021,11/8/2021
KY,Kentucky,CST,6,5,Y,Western half of the state: Central Standard Time (CST),Eastern half of the state: Eastern Standard Time (EST),NULL,00:00.0,00:00.0,2022,March 13,November 6,20220313,20221106,3/13/2022,11/6/2022,11/7/2022
KY,Kentucky,CST,6,5,Y,Western half of the state: Central Standard Time (CST),Eastern half of the state: Eastern Standard Time (EST),NULL,00:00.0,00:00.0,2023,March 12,November 5,20230312,20231105,3/12/2023,11/5/2023,11/6/2023
LA,Louisiana,CST,6,5,Y,Central Standard Time (CST),NULL,NULL,00:00.0,00:00.0,2010,14-Mar,7-Nov,20100314,20101107,3/14/2010,11/7/2010,11/8/2010
LA,Louisiana,CST,6,5,Y,Central Standard Time (CST),NULL,NULL,00:00.0,00:00.0,2011,13-Mar,6-Nov,20110313,20111106,3/13/2011,11/6/2011,11/7/2011
LA,Louisiana,CST,6,5,Y,Central Standard Time (CST),NULL,NULL,00:00.0,00:00.0,2012,11-Mar,4-Nov,20120311,20121104,3/11/2012,11/4/2012,11/5/2012
LA,Louisiana,CST,6,5,Y,Central Standard Time (CST),NULL,NULL,00:00.0,00:00.0,2013,10-Mar,3-Nov,20130310,20131103,3/10/2013,11/3/2013,11/4/2013
LA,Louisiana,CST,6,5,Y,Central Standard Time (CST),NULL,NULL,00:00.0,00:00.0,2014,March 9,November 2,20140309,20141102,3/9/2014,11/2/2014,11/3/2014
LA,Louisiana,CST,6,5,Y,Central Standard Time (CST),NULL,NULL,00:00.0,00:00.0,2015,March 8,November 1,20150308,20151101,3/8/2015,11/1/2015,11/2/2015
LA,Louisiana,CST,6,5,Y,Central Standard Time (CST),NULL,NULL,00:00.0,00:00.0,2016,March 13,November 6,20160313,20161106,3/13/2016,11/6/2016,11/7/2016
LA,Louisiana,CST,6,5,Y,Central Standard Time (CST),NULL,NULL,00:00.0,00:00.0,2017,March 12,November 5,20170312,20171105,3/12/2017,11/5/2017,11/6/2017
LA,Louisiana,CST,6,5,Y,Central Standard Time (CST),NULL,NULL,00:00.0,00:00.0,2018,March 11,November 4,20180311,20181104,3/11/2018,11/4/2018,11/5/2018
LA,Louisiana,CST,6,5,Y,Central Standard Time (CST),NULL,NULL,00:00.0,00:00.0,2019,March 10,November 3,20190310,20191103,3/10/2019,11/3/2019,11/4/2019
LA,Louisiana,CST,6,5,Y,Central Standard Time (CST),NULL,NULL,00:00.0,00:00.0,2020,March 8,November 1,20200308,20201101,3/8/2020,11/1/2020,11/2/2020
LA,Louisiana,CST,6,5,Y,Central Standard Time (CST),NULL,NULL,00:00.0,00:00.0,2021,March 14,November 7,20210314,20211107,3/14/2021,11/7/2021,11/8/2021
LA,Louisiana,CST,6,5,Y,Central Standard Time (CST),NULL,NULL,00:00.0,00:00.0,2022,March 13,November 6,20220313,20221106,3/13/2022,11/6/2022,11/7/2022
LA,Louisiana,CST,6,5,Y,Central Standard Time (CST),NULL,NULL,00:00.0,00:00.0,2023,March 12,November 5,20230312,20231105,3/12/2023,11/5/2023,11/6/2023
MA,Massachusetts,EST,5,4,Y,Eastern Standard Time (EST),NULL,NULL,00:00.0,00:00.0,2010,14-Mar,7-Nov,20100314,20101107,3/14/2010,11/7/2010,11/8/2010
MA,Massachusetts,EST,5,4,Y,Eastern Standard Time (EST),NULL,NULL,00:00.0,00:00.0,2011,13-Mar,6-Nov,20110313,20111106,3/13/2011,11/6/2011,11/7/2011
MA,Massachusetts,EST,5,4,Y,Eastern Standard Time (EST),NULL,NULL,00:00.0,00:00.0,2012,11-Mar,4-Nov,20120311,20121104,3/11/2012,11/4/2012,11/5/2012
MA,Massachusetts,EST,5,4,Y,Eastern Standard Time (EST),NULL,NULL,00:00.0,00:00.0,2013,10-Mar,3-Nov,20130310,20131103,3/10/2013,11/3/2013,11/4/2013
MA,Massachusetts,EST,5,4,Y,Eastern Standard Time (EST),NULL,NULL,00:00.0,00:00.0,2014,March 9,November 2,20140309,20141102,3/9/2014,11/2/2014,11/3/2014
MA,Massachusetts,EST,5,4,Y,Eastern Standard Time (EST),NULL,NULL,00:00.0,00:00.0,2015,March 8,November 1,20150308,20151101,3/8/2015,11/1/2015,11/2/2015
MA,Massachusetts,EST,5,4,Y,Eastern Standard Time (EST),NULL,NULL,00:00.0,00:00.0,2016,March 13,November 6,20160313,20161106,3/13/2016,11/6/2016,11/7/2016
MA,Massachusetts,EST,5,4,Y,Eastern Standard Time (EST),NULL,NULL,00:00.0,00:00.0,2017,March 12,November 5,20170312,20171105,3/12/2017,11/5/2017,11/6/2017
MA,Massachusetts,EST,5,4,Y,Eastern Standard Time (EST),NULL,NULL,00:00.0,00:00.0,2018,March 11,November 4,20180311,20181104,3/11/2018,11/4/2018,11/5/2018
MA,Massachusetts,EST,5,4,Y,Eastern Standard Time (EST),NULL,NULL,00:00.0,00:00.0,2019,March 10,November 3,20190310,20191103,3/10/2019,11/3/2019,11/4/2019
MA,Massachusetts,EST,5,4,Y,Eastern Standard Time (EST),NULL,NULL,00:00.0,00:00.0,2020,March 8,November 1,20200308,20201101,3/8/2020,11/1/2020,11/2/2020
MA,Massachusetts,EST,5,4,Y,Eastern Standard Time (EST),NULL,NULL,00:00.0,00:00.0,2021,March 14,November 7,20210314,20211107,3/14/2021,11/7/2021,11/8/2021
MA,Massachusetts,EST,5,4,Y,Eastern Standard Time (EST),NULL,NULL,00:00.0,00:00.0,2022,March 13,November 6,20220313,20221106,3/13/2022,11/6/2022,11/7/2022
MA,Massachusetts,EST,5,4,Y,Eastern Standard Time (EST),NULL,NULL,00:00.0,00:00.0,2023,March 12,November 5,20230312,20231105,3/12/2023,11/5/2023,11/6/2023
MD,Maryland,EST,5,4,Y,Eastern Standard Time (EST),NULL,NULL,00:00.0,00:00.0,2010,14-Mar,7-Nov,20100314,20101107,3/14/2010,11/7/2010,11/8/2010
MD,Maryland,EST,5,4,Y,Eastern Standard Time (EST),NULL,NULL,00:00.0,00:00.0,2011,13-Mar,6-Nov,20110313,20111106,3/13/2011,11/6/2011,11/7/2011
